_id,type,name,location,place_id
5fafe8a65143de9ede25a342,vegan_rest,Zucchini,"{'coordinates': [24.949550935785922, 60.16616033742283], 'type': 'Point'}",
5fafe8a65143de9ede25a343,vegan_rest,Levant,"{'coordinates': [24.93653069038648, 60.164130694350206], 'type': 'Point'}",
5fafe8a65143de9ede25a344,vegan_rest,Silvoplee,"{'coordinates': [24.949064133143203, 60.181397576839444], 'type': 'Point'}",
5fafe8a65143de9ede25a345,vegan_rest,Roots Kitchen,"{'coordinates': [24.951581663171815, 60.17925390601578], 'type': 'Point'}",
5fafe8a65143de9ede25a346,vegan_rest,Yes Yes Yes,"{'coordinates': [24.943998, 60.164187], 'type': 'Point'}",
5fafe8a65143de9ede25a347,vegan_rest,Qulma,"{'coordinates': [24.95663906516804, 60.17158999776495], 'type': 'Point'}",
5fafe8a65143de9ede25a348,vegan_rest,Sen Chay,"{'coordinates': [24.950796621071582, 60.17759471456634], 'type': 'Point'}",
5fafe8a65143de9ede25a349,vegan_rest,Magu,"{'coordinates': [24.946299, 60.16383], 'type': 'Point'}",
5fafe8a65143de9ede25a34a,vegan_rest,OmNam,"{'coordinates': [24.93598709350171, 60.1680926511249], 'type': 'Point'}",
5fafe8a65143de9ede25a34b,vegan_rest,Classic & Vegan,"{'coordinates': [24.950385, 60.17944], 'type': 'Point'}",
5fafe8a65143de9ede25a34c,vegan_rest,Levant,"{'coordinates': [24.954584387378436, 60.18839410738619], 'type': 'Point'}",
5fafe8a65143de9ede25a34d,vegan_rest,Just Vege,"{'coordinates': [24.957649483701857, 60.1883855566749], 'type': 'Point'}",
5fafe8a65143de9ede25a34e,vegan_rest,Loving Hut,"{'coordinates': [24.948376411761075, 60.18288109601017], 'type': 'Point'}",
5fafe8a65143de9ede25a34f,vegan_rest,Fafa's,"{'coordinates': [24.933750430757897, 60.16910466456783], 'type': 'Point'}",
5fafe8a65143de9ede25a350,vegan_rest,OHMYGOODNESS,"{'coordinates': [24.955744, 60.188234], 'type': 'Point'}",
5fafe8a65143de9ede25a351,vegan_rest,Kipsari,"{'coordinates': [24.97774767222007, 60.21028384975977], 'type': 'Point'}",
5fafe8a65143de9ede25a352,vegan_rest,Kääntöpöytä,"{'coordinates': [24.93271520351107, 60.19509557913479], 'type': 'Point'}",
5fafe8a65143de9ede25a353,vegan_rest,Eat Your Greens!,"{'coordinates': [24.94819526814552, 60.169102155917734], 'type': 'Point'}",
5fafe8a65143de9ede25a354,vegan_rest,Café Sose,"{'coordinates': [24.95714083313942, 60.213154949417735], 'type': 'Point'}",
5fafe8a65143de9ede25a355,vegan_rest,Thai Thai,"{'coordinates': [25.0106853243857, 60.24850048018625], 'type': 'Point'}",
5fafe8a65143de9ede25a356,vegan_rest,Espresso Edge,"{'coordinates': [24.95147479026251, 60.17408272009449], 'type': 'Point'}",
5fafe8a65143de9ede25a357,vegan_rest,Bun2Bun,"{'coordinates': [24.979377686977386, 60.18641136864545], 'type': 'Point'}",
5fafe8a65143de9ede25a358,vegan_rest,Pizzarium,"{'coordinates': [24.94824438648666, 60.16904139223885], 'type': 'Point'}",
5fafe8a65143de9ede25a359,vegan_rest,Gaijin,"{'coordinates': [24.94175921532665, 60.16594936404362], 'type': 'Point'}",
5fafe8a65143de9ede25a35a,vegan_rest,New Bamboo Center,"{'coordinates': [24.935412619610446, 60.16793995031053], 'type': 'Point'}",
5fafe8a65143de9ede25a35b,vegan_rest,Maya Bar & Grill,"{'coordinates': [24.94501, 60.172127], 'type': 'Point'}",
5fafe8a65143de9ede25a35c,vegan_rest,Dragon Phoenix,"{'coordinates': [24.952176731585993, 60.16571423930692], 'type': 'Point'}",
5fafe8a65143de9ede25a35d,vegan_rest,Fafa's,"{'coordinates': [24.941686891963183, 60.169429138024135], 'type': 'Point'}",
5fafe8a65143de9ede25a35e,vegan_rest,Fafa's,"{'coordinates': [24.966097738829287, 60.187027650496084], 'type': 'Point'}",
5fafe8a65143de9ede25a35f,vegan_rest,Mezza,"{'coordinates': [24.811754905410137, 60.21532254804788], 'type': 'Point'}",
5fafe8a65143de9ede25a360,vegan_rest,Bär Bar,"{'coordinates': [24.93622, 60.164984], 'type': 'Point'}",
